ticker,announcement_date,surprise_last_q,surprise_last_4q_mean,estimate_revision_30d,estimate_revision_7d,analyst_dispersion,price_mom_20d,price_mom_5d,vol_ratio,sector,market_cap_log,beat
AAPL,2021-06-30,0.0,0.0,0.0,0.0,5.5258795337904285,-0.08328605871507588,-0.022864701436130064,1.597648182120603,Technology,28.729633404596992,1
AAPL,2021-09-30,5.061705652952032,5.061705652952032,0.0,0.0,2.7587052468248205,-0.08374533784369853,-0.028509679496022344,0.751041447911202,Technology,28.729633404596992,1
AAPL,2021-12-31,0.5731976457291553,2.8174516493405934,20.184195977091836,20.184195977091836,1.7576751811115316,0.0653584343756648,0.0356182795698925,0.8810650630216397,Technology,28.729633404596992,1
AAPL,2022-03-31,7.1947504080165245,4.276551235565903,4.634624814665705,4.634624814665705,5.111022770994656,0.007774442749594046,0.006932153392330331,0.902079028430208,Technology,28.729633404596992,0
AAPL,2022-06-30,-3.0126639777918394,2.454247432226468,3.169674243271118,3.169674243271118,5.55999582807103,-0.04900535925152161,-0.053775588594152546,0.8042299625072302,Technology,28.729633404596992,1
AAPL,2022-09-30,4.639121519046772,2.3486013987501533,-18.288943148875873,-18.288943148875873,5.528095731813184,0.13202732412060314,0.075170588015959,1.2965537336681365,Technology,28.729633404596992,0
AAPL,2022-12-30,-1.5381113418515617,1.8207741518549738,6.863119850275186,6.863119850275186,5.16662360956319,-0.07987859787212748,0.024471759070147314,0.701474482899057,Technology,28.729633404596992,0
AAPL,2023-03-31,-1.5389157465627528,-0.36264238678984545,-11.885405823398344,-11.885405823398344,5.663115419366752,0.09563877696136536,0.01038251366120213,0.9720783693877939,Technology,28.729633404596992,1
AAPL,2023-06-30,6.774501820417486,2.084149062762486,4.266154923325023,4.266154923325023,2.2630285780864385,0.03812458137977237,0.033610755441741524,1.6620132165914647,Technology,28.729633404596992,0
AAPL,2023-09-29,-3.8406827868095488,-0.035802013701594256,9.482178880302207,9.482178880302207,3.1978254773962402,-0.005827111677635832,0.008550391892961695,1.185056322992659,Technology,28.729633404596992,1
